1368645819.7,0.0
1368645820.45,67.4110835401
1368645820.66,68.8172043011
1368645820.83,68.7344913151
1368645820.99,66.9975186104
1368645821.16,67.4937965261
1368645821.33,67.7419354839
1368645821.48,67.1629445823
1368645821.64,68.7344913151
1368645821.8,68.1555004136
1368645821.97,67.7419354839
1368645822.12,69.3961952026
1368645822.29,67.2456575682
1368645822.45,68.7344913151
1368645822.61,66.5012406948
1368645822.77,69.0653432589
1368645822.93,69.3961952026
1368645823.09,67.8246484698
1368645823.25,68.7344913151
1368645823.4,69.3961952026
1368645823.56,68.6517783292
1368645823.72,68.1555004136
1368645823.89,68.0727874276
1368645824.05,0.0
1368645824.22,68.1555004136
1368645824.38,67.9073614557
1368645824.54,67.4937965261
1368645824.7,66.6666666667
1368645824.86,67.4937965261
1368645825.03,67.9900744417
1368645825.19,68.2382133995
1368645825.35,68.7344913151
1368645825.51,67.9073614557
1368645825.67,67.4937965261
1368645825.82,68.7344913151
1368645825.99,68.4863523573
1368645826.14,66.8320926385
1368645826.3,67.9073614557
1368645826.46,67.3283705542
1368645826.62,67.0802315964
1368645826.78,67.1629445823
1368645826.94,69.3961952026
1368645827.1,67.4937965261
1368645827.26,68.1555004136
1368645827.42,68.7344913151
1368645827.57,67.6592224979
1368645827.73,66.3358147229
1368645827.89,67.8246484698
1368645828.05,67.6592224979
1368645828.21,67.4937965261
1368645828.37,67.6592224979
1368645828.52,67.4937965261
1368645828.67,67.1629445823
1368645828.83,68.4863523573
1368645828.98,68.0727874276
1368645829.14,68.1555004136
1368645829.29,68.8172043011
1368645829.44,66.6666666667
1368645829.6,67.4937965261
1368645829.76,68.4863523573
1368645829.92,68.7344913151
1368645830.08,68.3209263854
1368645830.23,68.2382133995
1368645830.39,68.7344913151
1368645830.54,67.4110835401
1368645830.69,67.8246484698
1368645830.85,67.9900744417
1368645831.0,68.4036393714
1368645831.16,68.7344913151
1368645831.31,68.0727874276
1368645831.48,69.7270471464
1368645831.64,68.4036393714
1368645831.8,68.8172043011
1368645831.95,68.7344913151
1368645832.11,68.0727874276
1368645832.26,68.982630273
1368645832.42,66.7493796526
1368645832.57,68.2382133995
1368645832.72,68.4036393714
1368645832.88,68.2382133995
1368645833.05,68.899917287
1368645833.2,68.7344913151
1368645833.36,68.0727874276
1368645833.51,67.4937965261
1368645833.67,68.0727874276
1368645833.82,68.4036393714
1368645833.98,68.2382133995
1368645834.13,69.7270471464
1368645834.29,68.7344913151
1368645834.44,68.7344913151
1368645834.6,68.4036393714
1368645834.76,67.4110835401
1368645834.91,68.7344913151
1368645835.06,67.4937965261
1368645835.22,68.1555004136
1368645835.38,68.8172043011
1368645835.53,67.4110835401
1368645835.69,68.4036393714
1368645835.85,67.4937965261
1368645836.0,67.3283705542
1368645836.17,67.4937965261
1368645836.32,67.4110835401
1368645836.48,67.6592224979
1368645836.63,68.7344913151
1368645836.79,67.9900744417
1368645836.94,68.4036393714
1368645837.1,68.4036393714
1368645837.25,68.4036393714
1368645837.41,68.0727874276
1368645837.56,67.4937965261
1368645837.73,66.5839536807
1368645837.89,66.6666666667
1368645838.05,68.1555004136
1368645838.2,67.1629445823
1368645838.36,68.4863523573
1368645838.51,67.4937965261
1368645838.67,68.1555004136
1368645838.82,68.4036393714
1368645838.98,68.4036393714
1368645839.14,68.3209263854
1368645839.3,67.6592224979
1368645839.47,67.4937965261
1368645839.62,66.8320926385
1368645839.78,68.5690653433
1368645839.94,68.4863523573
1368645840.1,66.253101737
1368645840.25,69.0653432589
1368645840.41,68.4863523573
1368645840.57,68.899917287
1368645840.73,68.1555004136
1368645840.9,66.9975186104
1368645841.05,67.1629445823
1368645841.21,67.4937965261
1368645841.36,68.7344913151
1368645841.52,69.0653432589
1368645841.68,68.0727874276
1368645841.83,68.4863523573
1368645841.99,68.8172043011
1368645842.15,68.7344913151
1368645842.3,67.4937965261
1368645842.46,66.9148056245
1368645842.62,67.9900744417
1368645842.78,67.4110835401
1368645842.94,66.9975186104
1368645843.09,67.4937965261
1368645843.25,69.3961952026
1368645843.41,67.7419354839
1368645843.56,68.7344913151
1368645843.72,68.7344913151
1368645843.87,67.4937965261
1368645844.04,68.1555004136
1368645844.2,68.899917287
1368645844.35,68.0727874276
1368645844.51,66.253101737
1368645844.66,68.4036393714
1368645844.82,69.3961952026
1368645844.97,68.4863523573
1368645845.13,67.4937965261
1368645845.28,68.0727874276
1368645845.44,67.9073614557
1368645845.6,68.7344913151
1368645845.76,68.4863523573
1368645845.93,68.0727874276
1368645846.1,68.4036393714
1368645846.31,68.4863523573
1368645846.48,68.4036393714
1368645846.67,69.7270471464
1368645846.87,67.9900744417
1368645847.04,68.7344913151
1368645847.21,66.8320926385
